source_concept_id,original_source_concept_id,type,Reference FSN,Mapping relationship,Reference code system,Reference code,source_concept_name,CIEL concept_id
1399,1399,Drug,Risperidone,SAME-AS,RxNORM,35636,Risperidone,83405
1400,1400,Drug,Ringers Lactate (RL),SAME-AS,RxNORM,35629,Ringers Lactate (RL),78617
1401,1401,Drug,Salbutamol,SAME-AS,RxNORM,435,Salbutamol,798
1403,1403,Drug,Saline,SAME-AS,RxNORM,125464,Saline,80804
1404,1404,Drug,Silver Sulphadiazene,SAME-AS,RxNORM,9793,Silver Sulphadiazene,83920
1405,1405,Drug,Sodium Valproate,SAME-AS,RxNORM,40254,Sodium Valproate,86051
1406,1406,Drug,Spironolactone,SAME-AS,RxNORM,9997,Spironolactone,84239
1407,1407,Drug,Sulfamethoxazole & Trimethoprim,SAME-AS,RxNORM,10831,Sulfamethoxazole & Trimethoprim,105281
1408,1408,Drug,Tetanus Antitoxin,SAME-AS,RxNORM,10385,Tetanus Antitoxin,84877
1409,1409,Drug,Tetanus Immunoglobulin,SAME-AS,RxNORM,91603,Tetanus Immunoglobulin,84878
1410,1410,Drug,Tetracycline Ophtalmic,SAME-AS,RxNORM,10395,Tetracycline Ophtalmic,84893
1411,1411,Drug,Tinidazole,SAME-AS,RxNORM,10612,Tinidazole,85151
1412,1412,Drug,Tizanidine,SAME-AS,RxNORM,57258,Tizanidine,85178
1413,1413,Drug,Tramadol,SAME-AS,RxNORM,10689,Tramadol,85275
1414,1414,Drug,Tranexamic Acid,SAME-AS,RxNORM,10691,Tranexamic Acid,85286
1415,1415,Drug,Triamcinolone,SAME-AS,RxNORM,10759,Triamcinolone,85356
1416,1416,Drug,Trihexyphenidyl,SAME-AS,RxNORM,10811,Trihexyphenidyl,85463
1418,1418,Drug,Tuberculin Purified Protein Derivative (PPD),SAME-AS,RxNORM,8948,Tuberculin Purified Protein Derivative (PPD),82886
1419,1419,Drug,Valproic Acid,SAME-AS,RxNORM,11118,Valproic Acid,86052
1420,1420,Drug,Verapamil,SAME-AS,RxNORM,11170,Verapamil,86176
1421,1421,Drug,Vitamin B Complex,SAME-AS,RxNORM,11251,Vitamin B Complex,86341
1422,1422,Drug,Vitamin K,SAME-AS,RxNORM,11258,Vitamin K,86352
1423,1423,Drug,Warfarin,SAME-AS,RxNORM,11289,Warfarin,86415
1424,1424,Drug,Zinc Sulphate,SAME-AS,RxNORM,39954,Zinc Sulphate,86688
1425,1425,Drug,Methimazole,SAME-AS,RxNORM,6835,Methimazole,79691
1426,1426,Drug,Multivitamin preparation (product),SAME-AS,SNOMED-CT,10632007,Multi-Vitamin Adult,461
1427,1427,Drug,Multivitamin preparation (product),SAME-AS,SNOMED-CT,10632007,Multi-Vitamin Children,461
1428,1428,Drug,Prenatal vitamin (product),SAME-AS,SNOMED-CT,400572001,Multi-Vitamin Prenatal,162319
1429,1429,Drug,Tenormin,SAME-AS,RxNORM,1202,Tenormin,71652
1430,1430,Drug,Celecoxib,SAME-AS,RxNORM,140587,Celecoxib,73048
1431,1431,Drug,Calcium Carbonate,SAME-AS,RxNORM,1897,Calcium Carbonate,72660
1432,1432,Drug,Glipizide Er,SAME-AS,RxNORM,4821,Glipizide Er,77032
1433,1433,Drug,Bacitracin,SAME-AS,RxNORM,1291,Bacitracin,71812
1434,1434,Drug,Nystatin,SAME-AS,RxNORM,7597,Nystatin,80945
1435,1435,Drug,Valacyclovir,SAME-AS,RxNORM,73645,Valacyclovir,86028
1437,1437,Drug,Amoxicillin & Clauvulanate,SAME-AS,RxNORM,19711,Amoxicillin & Clauvulanate,450
1438,1438,Drug,Cefuroxime,SAME-AS,RxNORM,2194,Cefuroxime,73043
1439,1439,Drug,Atovaquone & Proquanil,SAME-AS,RxNORM,284623,Atovaquone & Proquanil,103734
1440,1440,Drug,Fluticasone & Salmeterol,SAME-AS,RxNORM,284635,Fluticasone & Salmeterol,104676
1441,1441,Drug,Budesonide & Formoterol,SAME-AS,RxNORM,389132,Budesonide & Formoterol,103955
1443,1443,Drug,Tiotropium,SAME-AS,RxNORM,69120,Tiotropium,85157
1444,1444,Drug,Budesonide,SAME-AS,RxNORM,19831,Budesonide,72484
1445,1445,Drug,Albuterol,SAME-AS,RxNORM,435,Albuterol,798
1446,1446,Drug,Levabuterol,SAME-AS,RxNORM,476981,Levabuterol,78752
1447,1447,Drug,Polyethylene Glycol,SAME-AS,RxNORM,8516,Polyethylene Glycol,82281
1448,1448,Drug,Docusate Sodium,SAME-AS,RxNORM,82003,Docusate Sodium,75120
1449,1449,Drug,Senna,SAME-AS,RxNORM,9658,Senna,83797
1450,1450,Drug,Loratadine,SAME-AS,RxNORM,28889,Loratadine,79053
1451,1451,Drug,Diphenhydramine,SAME-AS,RxNORM,3498,Diphenhydramine,75015
1452,1452,Drug,Prednisone,SAME-AS,RxNORM,8640,Prednisone,82453
1453,1453,Drug,Tramadol & Acetaminophen,SAME-AS,RxNORM,352362,Tramadol & Acetaminophen,103303
1455,1455,Drug,Cyclobenzaprine,SAME-AS,RxNORM,21949,Cyclobenzaprine,74101
1456,1456,Drug,Permethrin,SAME-AS,RxNORM,33199,Permethrin,81834
1457,1457,Drug,Miconozole,SAME-AS,RxNORM,6932,Miconozole,79831
1458,1458,Drug,Tolnoftate,SAME-AS,RxNORM,10637,Tolnoftate,85214
1459,1459,Drug,Lidocaine,SAME-AS,RxNORM,6387,Lidocaine,78849
1460,1460,Drug,Benzyl Benzoate,SAME-AS,RxNORM,19044,Benzyl Benzoate,72075
1461,1461,Drug,Glyburide,SAME-AS,RxNORM,4815,Glyburide,77071
1462,1462,Drug,Cefaclor,SAME-AS,RxNORM,2176,Cefaclor,72987
1463,1463,Drug,Famciclovir,SAME-AS,RxNORM,68099,Famciclovir,76174
1464,1464,Drug,Minocycline,SAME-AS,RxNORM,6980,Minocycline,79944
1465,1465,Drug,Clindamycin,SAME-AS,RxNORM,2582,Clindamycin,73546
1466,1466,Drug,Tobramycin & Dexamethasone,SAME-AS,RxNORM,883815,Tobramycin & Dexamethasone,104426
1467,1467,Drug,Methylprednisolone,SAME-AS,RxNORM,6902,Methylprednisolone,79743
1468,1468,Drug,Tetrahydrozoline,SAME-AS,RxNORM,37935,Tetrahydrozoline,84898
1469,1469,Drug,Fexofenadine,SAME-AS,RxNORM,87636,Fexofenadine,76355
1470,1470,Drug,Guaifenesin,SAME-AS,RxNORM,5032,Guaifenesin,77204
1472,1472,Drug,Amoxicillin & Clauvulanic Acid,SAME-AS,RxNORM,19711,Amoxicillin & Clauvulanic Acid,450
1473,1473,Drug,Atovaquone & Proquanil hydrochloride,SAME-AS,RxNORM,284623,Atovaquone & Proquanil hydrochloride,103734
1474,1474,Drug,Captopril,SAME-AS,RxNORM,1998,Captopril,72806
1475,1475,Drug,Chloroquine phosphate,SAME-AS,RxNORM,2393,Chloroquine phosphate,73300
1478,1478,Drug,Erythromycin estolate,SAME-AS,RxNORM,4053,Erythromycin estolate,75842
1479,1479,Drug,Ferrous sulfate,SAME-AS,RxNORM,24947,Ferrous sulfate,76342
1480,1480,Drug,Fluticasone spray,SAME-AS,RxNORM,41126,Fluticasone spray,76586
1481,1481,Drug,Hydrocortisone & Acetic Acid,SAME-AS,RxNORM,466530,Hydrocortisone & Acetic Acid,103309
1482,1482,Drug,Iptratropium bromide & albuterol,SAME-AS,RxNORM,214199,Iptratropium bromide & albuterol,103337
1483,1483,Drug,Lansoprazole,SAME-AS,RxNORM,17128,Lansoprazole,78657
1484,1484,Drug,Odansetron hydrochloride,SAME-AS,RxNORM,26225,Odansetron hydrochloride,81073
1485,1485,Drug,Oral rehydration salts (product),SAME-AS,SNOMED-CT,346599006,Oral rehydration therapy,351
1486,1486,Drug,Propranolol hydrochloride,SAME-AS,RxNORM,8787,Propranolol hydrochloride,82732
1488,1488,Drug,Sulfacetamide,SAME-AS,RxNORM,10169,Sulfacetamide,84453
1489,1489,Drug,Tiotropium powder,SAME-AS,RxNORM,69120,Tiotropium powder,85157
1490,1490,Drug,Triple antibiotic,SAME-AS,RxNORM,477619,Triple antibiotic,103772
1493,1493,Drug,Prickly heat (disorder),NARROWER-THAN,SNOMED-CT,72658003,Heatwrap,153349
1495,1495,Drug,Antipyrine,SAME-AS,RxNORM,1001,Antipyrine,71390
1496,1496,Drug,Apetamine,SAME-AS,RxNORM,3013,Apetamine,74152
1497,1497,Drug,Apressoline,SAME-AS,RxNORM,5470,Apressoline,77675
1498,1498,Drug,Bebe Sirop,SAME-AS,RxNORM,35302,Bebe Sirop,83983
1499,1499,Drug,Bromhexine,SAME-AS,RxNORM,1753,Bromhexine,72401
1500,1500,Drug,Co-Amoxiclav,SAME-AS,RxNORM,19711,Co-Amoxiclav,450
1501,1501,Drug,Dolex,SAME-AS,RxNORM,10689,Dolex,85275
1502,1502,Drug,Dypirone,SAME-AS,RxNORM,3523,Dypirone,75047
1503,1503,Drug,Ergotamine,SAME-AS,RxNORM,4025,Ergotamine,75805
1506,1506,Drug,Glibenclamide,SAME-AS,RxNORM,4815,Glibenclamide,77071
1507,1507,Drug,Griseofulvine,SAME-AS,RxNORM,5021,Griseofulvine,77164
1508,1508,Drug,Metoprolol,SAME-AS,RxNORM,102313,Metoprolol,79765
1510,1510,Drug,Neomycin,SAME-AS,RxNORM,7299,Neomycin,80514
1511,1511,Drug,Benzocaine-Chloroxylenol,SAME-AS,RxNORM,687096,Benzocaine-Chloroxylenol,103841
1512,1512,Drug,Simethicone,SAME-AS,RxNORM,9796,Simethicone,83925
1513,1513,Drug,Simvastatin,SAME-AS,RxNORM,36567,Simvastatin,83936
1514,1514,Drug,Sorbitol,SAME-AS,RxNORM,9945,Sorbitol,84178
1516,1516,Drug,Vitamin C,SAME-AS,RxNORM,1151,Vitamin C,71589
1518,1518,Drug,"Levonorgestrel, Ethinylestradiol",SAME-AS,RxNORM,214558,"Levonorgestrel, Ethinylestradiol",104625
1519,1519,Drug,Levonorgestrel,SAME-AS,RxNORM,6373,Levonorgestrel,78796
1520,1520,Drug,Medroxyprojesterone acetate,SAME-AS,RxNORM,1000112,Medroxyprojesterone acetate,907
1522,1522,Drug,"Rifampicine, Isoniazide",SAME-AS,RxNORM,106876,"Rifampicine, Isoniazide",1194
1524,1524,Drug,Paracetamol & Chlorzoxasone,SAME-AS,RxNORM,494309,Paracetamol & Chlorzoxasone,103232
1525,1525,Drug,Sevoflurane,SAME-AS,RxNORM,36453,Sevoflurane,83872
1526,1526,Drug,Succinylcholine,SAME-AS,RxNORM,10154,Succinylcholine,84389
1527,1527,Drug,Rocuronium,SAME-AS,RxNORM,68139,Rocuronium,83475
1528,1528,Drug,Vecuronium,SAME-AS,RxNORM,71535,Vecuronium,86144
1529,1529,Drug,Neostigmine,SAME-AS,RxNORM,7315,Neostigmine,80532
1530,1530,Drug,Fentanyl,SAME-AS,RxNORM,4337,Fentanyl,76272
1531,1531,Drug,Thiopental,SAME-AS,RxNORM,10493,Thiopental,85015
1532,1532,Drug,Bupivacaine spinal heavy,SAME-AS,RxNORM,1815,Bupivacaine spinal heavy,72505
1533,1533,Drug,Lidocaine & Epinephrine,SAME-AS,RxNORM,107602,Lidocaine & Epinephrine,104584
1534,1534,Drug,Diphenidramine,SAME-AS,RxNORM,3498,Diphenidramine,75015
1535,1535,Drug,Complex B,SAME-AS,RxNORM,11251,Complex B,86341
1536,1536,Drug,"Complex B (B1, B6, B12)",SAME-AS,RxNORM,11251,"Complex B (B1, B6, B12)",86341
1537,1537,Drug,Multivitamin preparation (product),SAME-AS,SNOMED-CT,10632007,Multivitamin,461
1539,1539,Drug,Ascorbic acid (Vit C),SAME-AS,RxNORM,1151,Ascorbic acid (Vit C),71589
1540,1540,Drug,Phytomenadione (Vit K),SAME-AS,RxNORM,11258,Phytomenadione (Vit K),86352
1541,1541,Drug,Proteines,SAME-AS,RxNORM,8859,Proteines,82767
1542,1542,Drug,Zinc,SAME-AS,RxNORM,11416,Zinc,86672
1543,1543,Drug,Heparin,SAME-AS,RxNORM,5224,Heparin,77413
1544,1544,Drug,Clopidogrel,SAME-AS,RxNORM,32968,Clopidogrel,73602
1545,1545,Drug,Nitroglycerin,SAME-AS,RxNORM,4917,Nitroglycerin,80704
1546,1546,Drug,Amiodarone,SAME-AS,RxNORM,703,Amiodarone,71118
1547,1547,Drug,Nitroglycerin (Glycerine Trinitrate),SAME-AS,RxNORM,4917,Nitroglycerin (Glycerine Trinitrate),80704
1548,1548,Drug,Isosorbide dinitrate,SAME-AS,RxNORM,6058,Isosorbide dinitrate,78305
1549,1549,Drug,Hydralazine,SAME-AS,RxNORM,5470,Hydralazine,77675
1550,1550,Drug,Methyldopa,SAME-AS,RxNORM,6876,Methyldopa,79723
1551,1551,Drug,Labetalol,SAME-AS,RxNORM,6185,Labetalol,78599
1552,1552,Drug,Nicardipine,SAME-AS,RxNORM,7396,Nicardipine,80598
1553,1553,Drug,Sprironolactone,SAME-AS,RxNORM,9997,Sprironolactone,84239
1554,1554,Drug,Nifedepine SR,SAME-AS,RxNORM,7417,Nifedepine SR,80637
1555,1555,Drug,Carvedilol,SAME-AS,RxNORM,20352,Carvedilol,72944
1556,1556,Drug,Metoprolol tartrate,SAME-AS,RxNORM,203191,Metoprolol tartrate,79767
1557,1557,Drug,Propranalol,SAME-AS,RxNORM,8787,Propranalol,82732
1558,1558,Drug,Phenobarbital,SAME-AS,RxNORM,8134,Phenobarbital,81951
1559,1559,Drug,Protamine,SAME-AS,RxNORM,8826,Protamine,82763
1560,1560,Drug,Regular insulin (substance),SAME-AS,SNOMED-CT,412222002,Insulin regular,282
1561,1561,Drug,Insulin NPH,SAME-AS,RxNORM,253181,Insulin NPH,78068
1563,1563,Drug,Albumin,SAME-AS,RxNORM,214198,Albumin,70445
1564,1564,Drug,Dextran,SAME-AS,RxNORM,42635,Dextran,74653
1565,1565,Drug,Gelofusine,SAME-AS,RxNORM,36709,Gelofusine,84090
1566,1566,Drug,Calcium chloride,SAME-AS,RxNORM,1901,Calcium chloride,72662
1567,1567,Drug,Sodium bicarbonate,SAME-AS,RxNORM,36676,Sodium bicarbonate,84041
1568,1568,Drug,Product containing aluminium hydroxide and magnesium hydroxide and simeticone (medicinal product),SAME-AS,SNOMED-CT,412574000,Aluminum & Magnesium hydroxide & Simethicone,103528
1569,1569,Drug,Bisacodyl,SAME-AS,RxNORM,1596,Bisacodyl,72223
1572,1572,Drug,Latanoprost,SAME-AS,RxNORM,43611,Latanoprost,78677
1573,1573,Drug,Trobramycin,SAME-AS,RxNORM,10627,Trobramycin,85185
1574,1574,Drug,Ketorolac,SAME-AS,RxNORM,35827,Ketorolac,78481
1575,1575,Drug,Sodium hyaluronate,SAME-AS,RxNORM,42892,Sodium hyaluronate,84063
1576,1576,Drug,Timolol,SAME-AS,RxNORM,10600,Timolol,85132
1578,1578,Drug,Sodium chloride,SAME-AS,RxNORM,9863,Sodium chloride,84047
1579,1579,Drug,Brimonidine tartrate,SAME-AS,RxNORM,39171,Brimonidine tartrate,72343
1580,1580,Drug,Betaxolol,SAME-AS,RxNORM,1520,Betaxolol,72138
1581,1581,Drug,Brimonidine & timolol,SAME-AS,RxNORM,597142,Brimonidine & timolol,103930
1582,1582,Drug,Dorzolamine & timolol,SAME-AS,RxNORM,662263,Dorzolamine & timolol,104546
1583,1583,Drug,Pilocarpine,SAME-AS,RxNORM,8328,Pilocarpine,82082
1584,1584,Drug,Cyclopentolate,SAME-AS,RxNORM,3001,Cyclopentolate,74117
1585,1585,Drug,Propacaine,SAME-AS,RxNORM,34905,Propacaine,82804
1586,1586,Drug,Phenylephrine,SAME-AS,RxNORM,8163,Phenylephrine,81996
1587,1587,Drug,Salbutamol & Iprotopium bromide,SAME-AS,RxNORM,214199,Salbutamol & Iprotopium bromide,103337
1588,1588,Drug,Alcohol,SAME-AS,RxNORM,455,Alcohol,70468
1589,1589,Drug,Chlorhexidine,SAME-AS,RxNORM,2358,Chlorhexidine,73263
1590,1590,Drug,Eucerin,SAME-AS,RxNORM,1223,Eucerin,71681
1591,1591,Drug,Phenylephrine & pramoxine,SAME-AS,RxNORM,1008473,Phenylephrine & pramoxine,105161
1593,1593,Drug,Product containing bacitracin (medicinal product),NARROWER-THAN,SNOMED-CT,370330005,Neomycin & Bacitracin,162168
1594,1594,Drug,Permanganate potassium,SAME-AS,RxNORM,8604,Permanganate potassium,82370
1595,1595,Drug,Petrolatum,SAME-AS,RxNORM,8091,Petrolatum,81861
1596,1596,Drug,Povidone iodine,SAME-AS,RxNORM,8611,Povidone iodine,82384
1597,1597,Drug,Silver sulfadiazine,SAME-AS,RxNORM,9793,Silver sulfadiazine,83920
1600,1600,Drug,Benzyl penicillin Procaine,SAME-AS,RxNORM,7983,Benzyl penicillin Procaine,81729
1601,1601,Drug,Cefalexin,SAME-AS,RxNORM,2231,Cefalexin,73087
1602,1602,Drug,Cefotaxime,SAME-AS,RxNORM,2186,Cefotaxime,73018
1603,1603,Drug,Erythromycin,SAME-AS,RxNORM,4053,Erythromycin,75842
1604,1604,Drug,Gentamicin,SAME-AS,RxNORM,1596450,Gentamicin,100
1605,1605,Drug,Quinine sulfate,SAME-AS,RxNORM,9071,Quinine sulfate,83023
1606,1606,Drug,Serum antitetatique,SAME-AS,RxNORM,10385,Serum antitetatique,84877
1607,1607,Drug,Vancomycin,SAME-AS,RxNORM,11124,Vancomycin,86082
1608,1608,Drug,Rifampicin & Isoniazide & Pyrazinamide,SAME-AS,RxNORM,214662,Rifampicin & Isoniazide & Pyrazinamide,768
1609,1609,Drug,Rifampicin & Izsoniazide & Ethambutol,SAME-AS,RxNORM,814321,Rifampicin & Izsoniazide & Ethambutol,159851
1610,1610,Drug,Abacavir (ABC),SAME-AS,RxNORM,190521,Abacavir (ABC),70056
1612,1612,Drug,Didanosine (DDI),SAME-AS,RxNORM,3364,Didanosine (DDI),74807
1613,1613,Drug,Efavirenz (ENV or EFZ),SAME-AS,RxNORM,195085,Efavirenz (ENV or EFZ),75523
1614.1,1614,Drug,Therapeutic regimen (regime/therapy),NARROWER-THAN,SNOMED-CT,133877004,Efavirenz & Lamivudine & Tenofovir,164505
1614.2,1614,Drug,Product containing tenofovir (medicinal product),NARROWER-THAN,SNOMED-CT,395264002,Efavirenz & Lamivudine & Tenofovir,164505
1614.3,1614,Drug,Product containing lamivudine (medicinal product),NARROWER-THAN,SNOMED-CT,108698001,Efavirenz & Lamivudine & Tenofovir,164505
1614.4,1614,Drug,Product containing efavirenz (medicinal product),NARROWER-THAN,SNOMED-CT,116078005,Efavirenz & Lamivudine & Tenofovir,164505
1615,1615,Drug,Lamivudine (3TC),SAME-AS,RxNORM,68244,Lamivudine (3TC),78643
1616,1616,Drug,Lamivudine & Tenofovir,SAME-AS,RxNORM,1598388,Lamivudine & Tenofovir,161364
1617,1617,Drug,Lopinavir & Ritonavir (LPV/r),SAME-AS,RxNORM,284640,Lopinavir & Ritonavir (LPV/r),794
1618,1618,Drug,Nevirapine (NVP),SAME-AS,RxNORM,53654,Nevirapine (NVP),80586
1619,1619,Drug,Tenofovir,SAME-AS,RxNORM,300195,Tenofovir,84796
1620,1620,Drug,Zidovudine (AZT),SAME-AS,RxNORM,11413,Zidovudine (AZT),86663
1621,1621,Drug,Zidovudine & Lamivudine (AZT/3TC),SAME-AS,RxNORM,214671,Zidovudine & Lamivudine (AZT/3TC),630
1622,1622,Drug,Zidovudine & Lamivudine & Nevirapine (AZT/3TC/NVP),SAME-AS,RxNORM,687064,Zidovudine & Lamivudine & Nevirapine (AZT/3TC/NVP),1652
1623,1623,Drug,BCG vaccine,SAME-AS,RxNORM,221050,BCG vaccine,71905
1624,1624,Drug,Moderna Covid 19 Vaccine,SAME-AS,RxNORM,2470232,Moderna Covid 19 Vaccine,166154
1625,1625,Drug,Pfizer-BioNTech Covid 19 Vaccine,SAME-AS,RxNORM,2468230,Pfizer-BioNTech Covid 19 Vaccine,166155
1626,1626,Drug,Johnson & Johnson Covid 19 Vaccine,SAME-AS,RxNORM,2479830,Johnson & Johnson Covid 19 Vaccine,166355
1627,1627,Drug,Antigen of live attenuated Human poliovirus (substance),SAME-AS,SNOMED-CT,863875008,Oral polio vaccine (OPV),168012
1628,1628,Drug,Polio Vaccine-Inactivated Vaccine (IPV),SAME-AS,RxNORM,221145,Polio Vaccine-Inactivated Vaccine (IPV),82241
1629,1629,Drug,Vaccine product containing only Measles morbillivirus and Rubella virus antigens (medicinal product),SAME-AS,SNOMED-CT,871817003,Measles Rubella Vaccine (MR),162586
1630,1630,Drug,Administration of vaccine product containing only Streptococcus pneumoniae antigen (procedure),SAME-AS,SNOMED-CT,12866006,Pentavalent Vaccine (Penta),1423
1631,1631,Drug,Rotavirus Vaccine (Rota),SAME-AS,RxNORM,253199,Rotavirus Vaccine (Rota),83531
1632,1632,Drug,Diphtheria Tetanus Vaccine (DT),SAME-AS,RxNORM,1007589,Diphtheria Tetanus Vaccine (DT),104528
1633,1633,Drug,Diphtheria Tetanus Pertusis Vaccine (DTP),SAME-AS,RxNORM,1007584,Diphtheria Tetanus Pertusis Vaccine (DTP),104527
1634,1634,Drug,Pneumococcal Vaccine (PCV13),SAME-AS,RxNORM,1008803,Pneumococcal Vaccine (PCV13),165575
1636,1636,Drug,Aminophyllin,SAME-AS,RxNORM,10438,Aminophyllin,84949
1637,1637,Drug,Biperidene lactate,SAME-AS,RxNORM,19377,Biperidene lactate,72219
1639,1639,Drug,Activated charcoal,SAME-AS,RxNORM,272,Activated charcoal,70229
1640,1640,Drug,Cisatracurium,SAME-AS,RxNORM,319864,Cisatracurium,73455
1641,1641,Drug,Clomifen citrate,SAME-AS,RxNORM,142431,Clomifen citrate,73591
1643,1643,Drug,Dextran in NaCl,SAME-AS,RxNORM,42635,Dextran in NaCl,74653
1644,1644,Drug,Enoxaparin,SAME-AS,RxNORM,67108,Enoxaparin,75687
1645,1645,Drug,Ephedrine,SAME-AS,RxNORM,3966,Ephedrine,75720
1646,1646,Drug,Esmolol,SAME-AS,RxNORM,49737,Esmolol,75872
1647,1647,Drug,Etomidate,SAME-AS,RxNORM,4177,Etomidate,76021
1648,1648,Drug,Fenofibrate,SAME-AS,RxNORM,8703,Fenofibrate,76253
1649,1649,Drug,Fer elementaire & Acide folique,SAME-AS,RxNORM,1007327,Fer elementaire & Acide folique,104677
1650,1650,Drug,Flumazenil,SAME-AS,RxNORM,4457,Flumazenil,76500
1651,1651,Drug,Glycopyrrolate,SAME-AS,RxNORM,4955,Glycopyrrolate,77083
1652,1652,Drug,Hialorunate de Na+,SAME-AS,RxNORM,42892,Hialorunate de Na+,84063
1654,1654,Drug,Hydrocortisone hemorrhoidal,SAME-AS,RxNORM,5492,Hydrocortisone hemorrhoidal,77714
1655,1655,Drug,Rabies immunoglobulins,SAME-AS,RxNORM,89886,Rabies immunoglobulins,162139
1656,1656,Drug,Infant formula (product),SAME-AS,SNOMED-CT,412413001,Formula Milk,5254
1657,1657,Drug,Lidocaine w & epinephrine dental,SAME-AS,RxNORM,107602,Lidocaine w & epinephrine dental,104584
1658,1658,Drug,Meperidine,SAME-AS,RxNORM,6754,Meperidine,79574
1660,1660,Drug,Nitroprussiate,SAME-AS,RxNORM,7476,Nitroprussiate,80714
1661,1661,Drug,Noradrenaline,SAME-AS,RxNORM,7512,Noradrenaline,80779
1663,1663,Drug,Petroleum,SAME-AS,RxNORM,8091,Petroleum,81861
1664,1664,Drug,Propafenone,SAME-AS,RxNORM,8754,Propafenone,82696
1665,1665,Drug,Glycerin,SAME-AS,RxNORM,214600,Glycerin,104800
1666,1666,Drug,Bupivacaine,SAME-AS,RxNORM,1815,Bupivacaine,72505
1667,1667,Drug,Propylthiouracil,SAME-AS,RxNORM,8794,Propylthiouracil,82743
1668,1668,Drug,Protamine sulfate,SAME-AS,RxNORM,8825,Protamine sulfate,82762
1669,1669,Drug,Sildenafil,SAME-AS,RxNORM,136411,Sildenafil,83902
1670,1670,Drug,Streptokinase,SAME-AS,RxNORM,10106,Streptokinase,84359
1671,1671,Drug,Tamoxifen,SAME-AS,RxNORM,10324,Tamoxifen,84668
1672,1672,Drug,Tobramycin,SAME-AS,RxNORM,10627,Tobramycin,85185
1673,1673,Drug,Tocopherol,SAME-AS,RxNORM,42934,Tocopherol,85193
1674,1674,Drug,Vasopressin,SAME-AS,RxNORM,11149,Vasopressin,86127
1675,1675,Drug,Vitamins A and D,SAME-AS,RxNORM,1007285,Vitamins A and D,105307
1676,1676,Drug,Voltaren,SAME-AS,RxNORM,3355,Voltaren,74778
1677,1677,Drug,Someticone,SAME-AS,RxNORM,9796,Someticone,83925
1678,1678,Drug,Primoquine,SAME-AS,RxNORM,8687,Primoquine,82521
1679,1679,Drug,Dyphenhydramine,SAME-AS,RxNORM,3498,Dyphenhydramine,75015
1681,1681,Drug,Silver Nitrate,SAME-AS,RxNORM,9789,Silver Nitrate,83919
1687,1687,Drug,Diosmine & Hesperidine,SAME-AS,RxNORM,723,Diosmine & Hesperidine,71160
1688,1688,Drug,Gemfibrozil,SAME-AS,RxNORM,4719,Gemfibrozil,76861
1689,1689,Drug,Glucosamine & Chondroitin,SAME-AS,RxNORM,1008567,Glucosamine & Chondroitin,104288
1692,1692,Drug,Pentoxifylline,SAME-AS,RxNORM,8013,Pentoxifylline,81765
1693,1693,Drug,Podophillin,SAME-AS,RxNORM,8462,Podophillin,82228
1694,1694,Finding,Systolic blood pressure,BROADER-THAN,LOINC,8480-6,Systolic blood pressure,5085
1695,1695,Finding,Diastolic blood pressure,BROADER-THAN,LOINC,8462-4,Diastolic blood pressure,5086
1696,1696,Finding,Body temperature,BROADER-THAN,LOINC,8310-5,Temperature (c),5088
1697,1697,Finding,Body height,BROADER-THAN,LOINC,8302-2,Height (cm),5090
1698,1698,Finding,Body weight Measured,BROADER-THAN,LOINC,3141-9,Weight (kg),5089
1699,1699,Finding,Heart rate,BROADER-THAN,LOINC,8867-4,Pulse,5087
1700,1700,Finding,Mid upper arm circumference (observable entity),SAME-AS,SNOMED-CT,284473002,Mid-upper arm circumference,1343
1701,1701,Finding,Respiratory rate,BROADER-THAN,LOINC,9279-1,Respiratory rate,5242
1702,1702,Finding,Karnofsky performance status (assessment scale),SAME-AS,SNOMED-CT,273546003,Karnofsky performance score,5283
1703,1703,Finding,Oxygen saturation in Arterial blood by Pulse oximetry,BROADER-THAN,LOINC,59408-5,Arterial blood oxygen saturation (pulse oximeter),5092
1704,1704,Misc,Time patterns (qualifier value),NARROWER-THAN,SNOMED-CT,272103003,On time,167972
1705,1705,Misc,Late (qualifier value),SAME-AS,SNOMED-CT,260383002,Late,167973
1706,1706,Misc,Early (qualifier value),SAME-AS,SNOMED-CT,264499004,Early,167971
1707,1707,Question,Clinical history/examination observable (observable entity),NARROWER-THAN,SNOMED-CT,363788007,Visit Punctuality,167970
1712,1712,Misc,Lost to follow-up (finding),SAME-AS,SNOMED-CT,399307001,Lost to follow-up,5240
1714,1714,Question,Note,BROADER-THAN,LOINC,34109-9,General patient note,165095
1715,1715,ConvSet,Vital sign (observable entity),SAME-AS,SNOMED-CT,46680005,Vital signs,1114
1716,1716,Diagnosis,Mild persistent asthma (disorder),SAME-AS,SNOMED-CT,426979002,Mild persistent asthma (J45.9),157792
1718,1718,Diagnosis,Primary cardiomyopathy (disorder),SAME-AS,SNOMED-CT,89461002,Idiopathic cardiomyopathy (I42.8),129159
1719,1719,Diagnosis,Heart failure (disorder),SAME-AS,SNOMED-CT,84114007,Heart Failure (I50.9),139069
1720,1720,Diagnosis,Rheumatic fever without heart involvement (disorder),SAME-AS,SNOMED-CT,24363009,Rheumatic Fever Without Heart Involvement (I00),113228
1721,1721,Diagnosis,Perinatal asphyxia (disorder),SAME-AS,SNOMED-CT,281578009,Birth Asphyxia (P21.9),130522
